ID_Customer|Cod_Prod|Cod_Fecha|Socio_Demo_01|Socio_Demo_02|Socio_Demo_03|Socio_Demo_04|Socio_Demo_05
A0000012|2202|2005-01|4|5|2|2|0
A0000013|0201|2005-11|3|5|2|2|0
A0000013|0601|1994-06|3|5|2|2|0
A0000013|1011|2014-12|3|5|2|2|0
A0000013|2301|2016-05|3|5|2|2|0
A0000013|9991|2012-08|3|5|2|2|0
A0000013|9993|2012-08|3|5|2|2|0
A0000014|0601|1977-01|5|5|1|2|0
A0000015|0601|2015-09|4|5|2|2|0
A0000015|0704|2014-09|4|5|2|2|0
A0000015|1011|2017-01|4|5|2|2|0
A0000015|1020|2017-01|4|5|2|2|0
A0000015|0301|2010-04|4|5|2|2|0
A0000016|0301|1975-06|5|5|3|2|0
A0000016|0601|1986-06|5|5|3|2|0
A0000016|0704|2015-10|5|5|3|2|0
A0000017|0601|2005-09|3|5|2|2|0
A0000017|2302|2008-02|3|5|2|2|0
A0000017|9991|2011-03|3|5|2|2|0
A0000017|9993|2011-03|3|5|2|2|0
A0000017|0201|2010-04|3|5|2|2|0
A0000018|0301|2008-07|4|5|2|2|0
A0000018|0601|1999-02|4|5|2|2|0
A0000019|0601|1991-05|5|5|2|2|0
A0000020|0601|2003-03|5|5|1|2|0
A0000021|0601|1982-11|5|5|2|2|0
A0000021|2301|2014-06|5|5|2|2|0
A0000022|0601|1980-01|5|5|2|2|0
A0000023|0201|2009-06|3|5|4|2|0
A0000023|0301|2012-04|3|5|4|2|0
A0000023|0601|2001-08|3|5|4|2|0
A0000023|0704|2016-09|3|5|4|2|0
A0000023|2302|2016-12|3|5|4|2|0
A0000023|2704|2005-11|3|5|4|2|0
A0000023|2705|2015-02|3|5|4|2|0
A0000023|9991|2011-03|3|5|4|2|0
A0000023|9993|2011-03|3|5|4|2|0
A0000024|0201|2006-02|3|5|3|2|0
A0000024|0601|1986-06|3|5|3|2|0
A0000024|0301|2006-10|3|5|3|2|0
A0000024|2205|2014-06|3|5|3|2|0
A0000024|2302|2014-06|3|5|3|2|0
A0000024|2601|2007-11|3|5|3|2|0
A0000024|2704|2004-10|3|5|3|2|0
A0000024|9991|2011-03|3|5|3|2|0
A0000024|9993|2011-03|3|5|3|2|0
A0000025|0301|2001-07|5|5|2|2|0
A0000025|0601|1991-07|5|5|2|2|0
A0000026|0301|2014-09|5|5|3|2|0
A0000026|0601|1980-01|5|5|3|2|0
A0000026|2302|2010-05|5|5|3|2|0
A0000027|0201|2013-04|3|5|2|2|0
A0000027|0601|1994-11|3|5|2|2|0
A0000027|2302|2001-05|3|5|2|2|0
A0000027|2701|2007-07|3|5|2|2|0
A0000028|0201|2015-11|3|5|3|2|0
A0000028|0601|1998-11|3|5|3|2|0
A0000028|9991|2011-06|3|5|3|2|0
A0000028|9993|2011-06|3|5|3|2|0
A0000029|0301|1999-02|3|5|3|2|0
A0000029|0601|2003-12|3|5|3|2|0
A0000029|2302|2007-12|3|5|3|2|0
A0000029|9991|2016-12|3|5|3|2|0
A0000029|9993|2016-12|3|5|3|2|0
A0000030|0601|1991-12|3|5|1|2|0
A0000030|2302|2007-12|3|5|1|2|0
A0000030|2701|2015-07|3|5|1|2|0
A0000030|2702|2016-07|3|5|1|2|0
A0000030|0704|2016-04|3|5|1|2|0
A0000031|0706|2016-05|5|5|3|1|0
A0000031|2301|2007-02|5|5|3|1|0
A0000031|2302|2014-10|5|5|3|1|0
A0000031|0301|2011-05|5|5|3|1|0
A0000031|0601|1982-01|5|5|3|1|0
A0000031|0704|2014-05|5|5|3|1|0
A0000032|0301|2007-01|3|5|3|1|3
A0000032|0601|1994-03|3|5|3|1|3
A0000032|9993|2011-04|3|5|3|1|3
A0000032|2102|2014-10|3|5|3|1|3
A0000032|2302|2002-05|3|5|3|1|3
A0000032|2704|2006-10|3|5|3|1|3
A0000032|9991|2011-04|3|5|3|1|3
A0000032|9992|2015-02|3|5|3|1|3
A0000032|0201|2009-12|3|5|3|1|3
A0000033|0201|2013-05|3|5|3|1|0
A0000033|0301|2004-03|3|5|3|1|0
A0000033|0601|2008-01|3|5|3|1|0
A0000033|2301|2016-07|3|5|3|1|0
A0000033|2601|2005-03|3|5|3|1|0
A0000033|2704|2004-05|3|5|3|1|0
A0000033|9991|2011-03|3|5|3|1|0
A0000033|9993|2011-03|3|5|3|1|0
A0000033|1007|2004-05|3|5|3|1|0
A0000034|0601|1998-09|5|5|4|1|0
A0000034|1801|2008-09|5|5|4|1|0
A0000034|2705|2016-02|5|5|4|1|0
A0000034|0301|2016-02|5|5|4|1|0
A0000035|2701|2008-04|4|5|3|1|0
A0000035|2205|2010-06|4|5|3|1|0
A0000035|0601|1977-01|4|5|3|1|0
A0000035|0301|2008-10|4|5|3|1|0
A0000035|0201|2007-11|4|5|3|1|0
A0000035|9992|2015-02|4|5|3|1|0
A0000036|0601|2013-05|5|5|2|2|0
A0000036|0301|2016-05|5|5|2|2|0
A0000037|0601|2002-01|5|5|2|2|0
A0000037|0301|2012-04|5|5|2|2|0
A0000038|0201|2016-02|4|5|2|2|0
A0000038|0301|2010-11|4|5|2|2|0
A0000038|0601|1979-01|4|5|2|2|0
A0000039|0301|2012-01|5|5|2|2|0
A0000039|0601|1994-04|5|5|2|2|0
A0000040|0201|2010-08|4|5|5|2|3
A0000040|0301|2000-04|4|5|5|2|3
A0000040|0601|1983-08|4|5|5|2|3
A0000040|1804|2010-06|4|5|5|2|3
A0000040|2205|2008-01|4|5|5|2|3
A0000040|2302|2011-04|4|5|5|2|3
A0000040|9991|2011-04|4|5|5|2|3
A0000040|9993|2011-04|4|5|5|2|3
A0000041|9993|2011-03|4|5|1|2|0
A0000041|2707|2013-05|4|5|1|2|0
A0000041|2705|2013-11|4|5|1|2|0
A0000041|2601|2012-12|4|5|1|2|0
A0000041|2302|2013-06|4|5|1|2|0
A0000041|0601|1977-01|4|5|1|2|0
A0000041|0301|1996-12|4|5|1|2|0
A0000041|9991|2011-03|4|5|1|2|0
A0000042|0201|2012-02|4|5|1|2|0
A0000042|0301|2013-06|4|5|1|2|0
A0000042|0601|1997-08|4|5|1|2|0
A0000042|2302|2010-12|4|5|1|2|0
A0000042|9991|2012-06|4|5|1|2|0
A0000042|9993|2012-06|4|5|1|2|0
A0000043|0201|2015-03|5|5|2|2|0
A0000043|0601|1983-08|5|5|2|2|0
A0000043|1011|2016-07|5|5|2|2|0
A0000044|0706|2016-01|5|5|3|2|0
A0000044|2202|2013-11|5|5|3|2|0
A0000044|2301|2015-03|5|5|3|2|0
A0000044|0301|2012-03|5|5|3|2|0
A0000044|0601|1996-10|5|5|3|2|0
A0000044|0704|2014-01|5|5|3|2|0
A0000045|9993|2014-12|4|5|3|1|0
A0000045|0201|2009-01|4|5|3|1|0
A0000045|0301|1994-05|4|5|3|1|0
A0000045|0601|2009-01|4|5|3|1|0
A0000045|9991|2014-12|4|5|3|1|0
A0000046|0706|2015-07|3|5|4|1|0
A0000046|0707|2015-01|3|5|4|1|0
A0000046|1804|2004-12|3|5|4|1|0
A0000046|2205|2014-04|3|5|4|1|0
A0000046|2301|2016-05|3|5|4|1|0
A0000046|2302|2011-04|3|5|4|1|0
A0000046|9991|2011-04|3|5|4|1|0
A0000046|9993|2011-04|3|5|4|1|0
A0000046|0201|2007-11|3|5|4|1|0
A0000046|0301|2008-12|3|5|4|1|0
A0000046|0601|2015-11|3|5|4|1|0
A0000046|0704|2014-04|3|5|4|1|0
A0000047|0601|1996-04|4|5|5|1|0
A0000047|1804|2014-11|4|5|5|1|0
A0000047|2302|2001-09|4|5|5|1|0
A0000047|2705|2013-06|4|5|5|1|0
A0000047|9991|2011-04|4|5|5|1|0
A0000047|9993|2011-04|4|5|5|1|0
A0000047|0301|2003-07|4|5|5|1|0
A0000047|2601|2013-06|4|5|5|1|0
A0000048|0601|1999-11|3|5|2|1|0
A0000048|2704|2013-01|3|5|2|1|0
A0000048|2707|2009-06|3|5|2|1|0
A0000048|0301|2010-10|3|5|2|1|0
A0000049|0801|2006-03|4|5|1|1|1
A0000049|0301|2005-05|4|5|1|1|1
A0000049|2701|2001-03|4|5|1|1|1
A0000049|0201|2015-12|4|5|1|1|1
A0000049|0601|1996-08|4|5|1|1|1
A0000049|3001|2012-10|4|5|1|1|1
A0000050|0704|2013-08|4|5|2|1|0
A0000050|0601|1977-01|4|5|2|1|0
A0000050|0301|2013-08|4|5|2|1|0
A0000050|0201|2016-11|4|5|2|1|0
A0000051|2501|2007-08|4|5|5|1|1
A0000051|0301|2008-03|4|5|5|1|1
A0000051|0601|1983-01|4|5|5|1|1
A0000051|0704|2014-05|4|5|5|1|1
A0000051|0706|2015-06|4|5|5|1|1
A0000051|1001|2016-03|4|5|5|1|1
A0000051|1022|2016-07|4|5|5|1|1
A0000051|2201|2016-03|4|5|5|1|1
A0000051|2203|2016-04|4|5|5|1|1
A0000051|9992|2015-02|4|5|5|1|1
A0000051|2701|2016-01|4|5|5|1|1
A0000051|2601|2016-01|4|5|5|1|1
A0000051|2503|2007-08|4|5|5|1|1
A0000052|1011|2010-07|5|5|3|1|0
A0000052|0201|2016-01|5|5|3|1|0
A0000052|0301|1994-02|5|5|3|1|0
A0000052|1013|2004-05|5|5|3|1|0
A0000052|0601|1985-04|5|5|3|1|0
A0000053|2302|2003-05|3|5|3|1|0
A0000053|9991|2011-04|3|5|3|1|0
A0000053|0601|1998-09|3|5|3|1|0
A0000053|9993|2011-04|3|5|3|1|0
A0000054|0601|1986-02|4|5|2|1|0
A0000055|9993|2011-03|3|5|2|1|2
A0000055|0201|2008-05|3|5|2|1|2
A0000055|0301|2016-11|3|5|2|1|2
A0000055|0601|1982-01|3|5|2|1|2
A0000055|9991|2011-03|3|5|2|1|2
A0000056|0601|1994-10|3|5|2|1|0
A0000056|0704|2015-07|3|5|2|1|0
A0000056|0706|2016-07|3|5|2|1|0
A0000056|2301|2016-05|3|5|2|1|0
A0000056|2302|2009-07|3|5|2|1|0
A0000056|0201|2009-07|3|5|2|1|0
A0000057|1011|2011-11|3|5|4|2|0
A0000057|2704|2002-11|3|5|4|2|0
A0000057|9991|2011-04|3|5|4|2|0
A0000057|9993|2011-04|3|5|4|2|0
A0000057|2205|2006-12|3|5|4|2|0
A0000057|0201|2015-08|3|5|4|2|0
A0000057|0601|2004-08|3|5|4|2|0
A0000057|0301|2002-11|3|5|4|2|0
A0000058|9993|2011-10|4|5|3|1|0
A0000058|0301|1981-05|4|5|3|1|0
A0000058|0601|1983-06|4|5|3|1|0
A0000058|2205|2014-10|4|5|3|1|0
A0000058|9991|2011-10|4|5|3|1|0
A0000059|0601|2004-05|4|5|2|2|0
A0000060|9993|2011-04|3|5|5|2|0
A0000060|0201|2016-10|3|5|5|2|0
A0000060|2302|2001-05|3|5|5|2|0
A0000060|2601|2004-11|3|5|5|2|0
A0000060|1011|2011-11|3|5|5|2|0
A0000060|0601|1999-04|3|5|5|2|0
A0000060|0301|2002-11|3|5|5|2|0
A0000060|9991|2011-04|3|5|5|2|0
A0000060|2704|2002-11|3|5|5|2|0
A0000061|0301|2011-05|5|5|2|2|0
A0000061|0601|1979-01|5|5|2|2|0
A0000062|0301|2013-06|3|5|5|2|0
A0000062|0601|1977-01|3|5|5|2|0
A0000062|0706|2016-06|3|5|5|2|0
A0000062|0704|2014-06|3|5|5|2|0
A0000063|0201|2006-10|4|5|1|1|0
A0000063|0301|2005-06|4|5|1|1|0
A0000063|0601|2006-07|4|5|1|1|0
A0000063|2205|2006-11|4|5|1|1|0
A0000063|2301|2014-10|4|5|1|1|0
A0000063|2302|2016-04|4|5|1|1|0
A0000063|2707|2016-04|4|5|1|1|0
A0000063|2601|2009-02|4|5|1|1|0
A0000064|2302|2001-05|4|5|5|1|0
A0000064|0704|2013-09|4|5|5|1|0
A0000064|0601|1983-08|4|5|5|1|0
A0000064|0301|1983-08|4|5|5|1|0
A0000065|0601|2004-06|4|5|1|1|2
A0000066|0601|1998-08|4|5|2|1|0
A0000066|2205|2005-07|4|5|2|1|0
A0000066|2302|2011-10|4|5|2|1|0
A0000066|0201|2005-08|4|5|2|1|0
A0000066|0301|2005-05|4|5|2|1|0
A0000067|0601|2002-04|5|5|2|2|0
A0000067|0704|2014-08|5|5|2|2|0
A0000067|2501|2015-02|5|5|2|2|0
A0000067|2503|2015-02|5|5|2|2|0
A0000068|0601|2010-07|5|5|5|2|0
A0000068|0704|2013-12|5|5|5|2|0
A0000069|0301|2012-01|5|5|2|2|0
A0000069|2707|2013-11|5|5|2|2|0
A0000069|0601|2001-02|5|5|2|2|0
A0000070|0301|2011-01|5|5|4|2|0
A0000070|0601|1999-07|5|5|4|2|0
A0000070|0704|2014-11|5|5|4|2|0
A0000070|0706|2016-12|5|5|4|2|0
A0000070|1306|2016-12|5|5|4|2|0
A0000070|2501|2016-12|5|5|4|2|0
A0000070|2503|2016-12|5|5|4|2|0
A0000070|9991|2015-08|5|5|4|2|0
A0000070|9993|2015-08|5|5|4|2|0
A0000071|0301|2004-08|5|5|2|2|0
A0000071|0601|1992-03|5|5|2|2|0
A0000071|0706|2012-10|5|5|2|2|0
A0000071|1011|2012-07|5|5|2|2|0
A0000072|0601|1978-01|5|5|2|2|0
A0000072|0704|2014-01|5|5|2|2|0
A0000073|0601|2004-09|3|5|2|2|2
A0000073|2205|2011-04|3|5|2|2|2
A0000073|2302|2017-01|3|5|2|2|2
A0000073|9993|2011-03|3|5|2|2|2
A0000073|9991|2011-03|3|5|2|2|2
A0000073|0102|2014-09|3|5|2|2|2
A0000073|0201|2016-11|3|5|2|2|2
A0000073|0301|2006-06|3|5|2|2|2
A0000074|0301|2011-01|5|5|2|2|0
A0000074|0601|1980-01|5|5|2|2|0
A0000075|0301|2014-02|4|5|3|2|0
A0000075|0601|2007-12|4|5|3|2|0
A0000075|1801|2006-10|4|5|3|2|0
A0000075|2205|2015-01|4|5|3|2|0
A0000075|9991|2011-12|4|5|3|2|0
A0000075|9993|2011-12|4|5|3|2|0
A0000076|0601|2004-04|4|5|2|2|0
A0000076|2302|2001-05|4|5|2|2|0
A0000076|2601|2012-08|4|5|2|2|0
A0000076|2704|2004-06|4|5|2|2|0
A0000076|2705|2012-08|4|5|2|2|0
A0000076|9991|2011-04|4|5|2|2|0
A0000076|9993|2011-04|4|5|2|2|0
A0000076|0301|2004-09|4|5|2|2|0
A0000077|9991|2011-06|4|5|2|2|0
A0000077|0704|2013-09|4|5|2|2|0
A0000077|0601|1983-02|4|5|2|2|0
A0000077|9993|2011-06|4|5|2|2|0
A0000077|2302|2001-05|4|5|2|2|0
A0000078|2501|2012-03|4|5|2|2|1
A0000078|2503|2012-03|4|5|2|2|1
A0000078|9991|2015-01|4|5|2|2|1
A0000078|9992|2015-02|4|5|2|2|1
A0000078|9993|2015-01|4|5|2|2|1
A0000078|0706|2016-10|4|5|2|2|1
A0000078|0301|2016-10|4|5|2|2|1
A0000078|0601|1977-01|4|5|2|2|1
A0000078|0704|2012-09|4|5|2|2|1
A0000079|0601|2000-08|3|5|2|1|0
A0000079|9991|2011-03|3|5|2|1|0
A0000079|9993|2011-03|3|5|2|1|0
A0000080|0601|1979-01|5|5|3|1|0
A0000080|1013|2010-06|5|5|3|1|0
A0000081|0301|1993-10|5|5|2|2|0
A0000081|0601|1977-01|5|5|2|2|0
A0000082|0301|2014-09|5|5|2|2|0
A0000082|0601|2002-06|5|5|2|2|0
A0000083|2601|2013-11|5|5|2|2|0
A0000083|0601|1995-03|5|5|2|2|0
A0000083|0301|2007-04|5|5|2|2|0
A0000083|2705|2013-11|5|5|2|2|0
A0000084|0601|1993-08|5|5|3|2|0
A0000084|2302|2006-03|5|5|3|2|0
A0000084|0301|1972-02|5|5|3|2|0
A0000085|0601|1990-08|5|5|3|1|0
A0000085|0704|2012-08|5|5|3|1|0
A0000085|0706|2015-06|5|5|3|1|0
A0000085|2205|2013-02|5|5|3|1|0
A0000085|2302|2001-04|5|5|3|1|0
A0000085|0301|1992-07|5|5|3|1|0
A0000086|0201|1998-07|4|5|4|1|0
A0000086|0301|1999-02|4|5|4|1|0
A0000086|0601|1998-12|4|5|4|1|0
A0000086|1011|2012-03|4|5|4|1|0
A0000086|1801|2007-01|4|5|4|1|0
A0000086|2205|2012-02|4|5|4|1|0
A0000086|2301|2016-05|4|5|4|1|0
A0000086|2302|2015-02|4|5|4|1|0
A0000086|2704|2010-09|4|5|4|1|0
A0000087|9991|2011-03|3|5|2|1|0
A0000087|2302|2001-05|3|5|2|1|0
A0000087|9993|2011-03|3|5|2|1|0
A0000087|0601|1990-09|3|5|2|1|0
A0000087|0704|2014-06|3|5|2|1|0
A0000087|0301|2013-06|3|5|2|1|0
A0000088|0301|1978-02|5|5|3|1|0
A0000088|0601|1988-08|5|5|3|1|0
A0000088|1011|2011-01|5|5|3|1|0
A0000089|0601|2009-03|4|5|1|1|2
A0000089|2202|2010-10|4|5|1|1|2
A0000089|2302|2009-03|4|5|1|1|2
A0000089|2401|2012-03|4|5|1|1|2
A0000089|2601|2014-06|4|5|1|1|2
A0000089|2702|2012-03|4|5|1|1|2
A0000089|9992|2015-02|4|5|1|1|2
A0000089|0301|2010-10|4|5|1|1|2
A0000090|0301|1981-08|5|5|2|1|0
A0000090|0601|1989-07|5|5|2|1|0
A0000090|1013|2010-10|5|5|2|1|0
A0000090|2601|2016-08|5|5|2|1|0
A0000090|2705|2016-08|5|5|2|1|0
A0000090|9992|2015-02|5|5|2|1|0
A0000091|1022|2015-08|3|5|5|1|1
A0000091|1801|2006-12|3|5|5|1|1
A0000091|2102|2010-06|3|5|5|1|1
A0000091|2205|2007-07|3|5|5|1|1
A0000091|2301|2016-05|3|5|5|1|1
A0000091|2302|2005-06|3|5|5|1|1
A0000091|2601|2011-01|3|5|5|1|1
A0000091|2701|2006-11|3|5|5|1|1
A0000091|2702|2014-08|3|5|5|1|1
A0000091|2704|2004-08|3|5|5|1|1
A0000091|2707|2011-01|3|5|5|1|1
A0000091|9991|2016-07|3|5|5|1|1
A0000091|9992|2015-02|3|5|5|1|1
A0000091|9993|2016-07|3|5|5|1|1
A0000091|0301|1999-02|3|5|5|1|1
A0000091|0601|1986-06|3|5|5|1|1
A0000091|0503|2014-05|3|5|5|1|1
A0000091|1001|2016-06|3|5|5|1|1
A0000091|1010|2003-07|3|5|5|1|1
A0000091|1011|2011-01|3|5|5|1|1
A0000091|1017|2012-12|3|5|5|1|1
A0000091|1020|2014-05|3|5|5|1|1
A0000091|0201|2010-07|3|5|5|1|1
A0000092|0601|1983-04|5|5|3|1|0
A0000092|0704|2013-01|5|5|3|1|0
A0000092|0301|2012-02|5|5|3|1|0
A0000093|0201|2011-05|3|5|2|1|0
A0000093|0301|1999-06|3|5|2|1|0
A0000093|0601|1999-05|3|5|2|1|0
A0000093|0704|2009-03|3|5|2|1|0
A0000094|1801|2007-07|4|5|1|1|0
A0000094|2705|2013-12|4|5|1|1|0
A0000094|0301|1994-09|4|5|1|1|0
A0000094|0601|1982-07|4|5|1|1|0
A0000095|0601|2015-09|5|5|2|1|0
A0000095|0704|2015-09|5|5|2|1|0
A0000095|2302|2004-05|5|5|2|1|0
A0000095|0301|2015-09|5|5|2|1|0
A0000096|0601|2007-11|5|5|2|2|0
A0000097|0201|2014-05|4|5|2|2|1
A0000097|0601|1985-06|4|5|2|2|1
A0000097|2302|2011-04|4|5|2|2|1
A0000097|9992|2015-02|4|5|2|2|1
A0000098|2601|2005-03|3|5|2|2|0
A0000098|2704|2004-02|3|5|2|2|0
A0000098|0201|2008-01|3|5|2|2|0
A0000098|0301|2012-05|3|5|2|2|0
A0000098|0601|2014-11|3|5|2|2|0
A0000098|2302|2001-05|3|5|2|2|0
A0000099|0301|2012-12|4|5|2|2|0
A0000099|0601|2012-10|4|5|2|2|0
A0000099|1309|2016-10|4|5|2|2|0
A0000099|2204|2012-12|4|5|2|2|0
A0000099|2501|2016-10|4|5|2|2|0
A0000099|2503|2016-10|4|5|2|2|0
A0000099|9991|2012-12|4|5|2|2|0
A0000099|9993|2012-12|4|5|2|2|0
A0000099|0704|2013-11|4|5|2|2|0
A0000100|0601|2004-09|5|5|2|2|0
A0000101|0301|2015-07|5|5|2|2|0
A0000101|0601|1977-01|5|5|2|2|0
A0000101|0704|2015-07|5|5|2|2|0
A0000102|0301|1975-11|5|5|2|1|0
A0000102|0601|1977-01|5|5|2|1|0
A0000103|0601|1983-09|5|5|2|1|0
A0000104|0601|1974-01|5|5|2|2|0
A0000104|0301|2010-01|5|5|2|2|0
A0000104|0704|2013-12|5|5|2|2|0
A0000104|2205|2014-02|5|5|2|2|0
A0000105|0601|1988-03|3|5|3|1|2
A0000105|1011|2010-12|3|5|3|1|2
A0000105|2302|2010-09|3|5|3|1|2
A0000105|2601|2005-05|3|5|3|1|2
A0000105|2704|2005-12|3|5|3|1|2
A0000105|9991|2014-06|3|5|3|1|2
A0000105|9993|2014-06|3|5|3|1|2
A0000105|0201|2013-09|3|5|3|1|2
A0000105|0301|2003-08|3|5|3|1|2
A0000106|0201|2007-11|4|5|5|1|0
A0000106|0301|2008-07|4|5|5|1|0
A0000106|0601|1984-02|4|5|5|1|0
A0000106|0704|2015-02|4|5|5|1|0
A0000106|0706|2016-08|4|5|5|1|0
A0000106|9993|2011-04|4|5|5|1|0
A0000106|9991|2011-04|4|5|5|1|0
A0000107|0201|2003-10|5|5|4|2|0
A0000107|0301|2010-11|5|5|4|2|0
A0000107|0704|2015-02|5|5|4|2|0
A0000107|2202|2014-08|5|5|4|2|0
A0000107|2301|2014-08|5|5|4|2|0
A0000107|2601|2015-06|5|5|4|2|0
A0000107|2705|2015-06|5|5|4|2|0
A0000107|0601|1997-10|5|5|4|2|0
A0000108|1001|2015-06|4|5|2|2|0
A0000108|2701|2015-06|4|5|2|2|0
A0000108|2704|1997-06|4|5|2|2|0
A0000108|9991|2011-03|4|5|2|2|0
A0000108|9993|2011-03|4|5|2|2|0
A0000108|0301|2012-07|4|5|2|2|0
A0000108|0601|1981-01|4|5|2|2|0
A0000109|1011|2010-12|5|5|3|2|0
A0000109|2201|2016-04|5|5|3|2|0
A0000109|0201|2016-04|5|5|3|2|0
A0000109|2301|2013-02|5|5|3|2|0
A0000109|0601|2004-12|5|5|3|2|0
A0000109|0706|2012-03|5|5|3|2|0
A0000109|0301|2004-03|5|5|3|2|0
A0000110|0301|2005-07|4|5|2|2|0
A0000110|0601|1999-04|4|5|2|2|0
A0000110|0801|2014-08|4|5|2|2|0
A0000110|2302|2009-11|4|5|2|2|0
A0000110|2601|2012-10|4|5|2|2|0
A0000110|2707|2010-10|4|5|2|2|0
A0000110|3401|2014-08|4|5|2|2|0
A0000110|9991|2011-03|4|5|2|2|0
A0000110|9993|2011-03|4|5|2|2|0
A0000111|9991|2015-07|3|5|2|2|0
A0000111|9993|2015-07|3|5|2|2|0
A0000111|2501|2006-10|3|5|2|2|0
A0000111|2503|2006-10|3|5|2|2|0
A0000111|2601|2007-07|3|5|2|2|0
A0000111|2704|2007-07|3|5|2|2|0
A0000111|0201|2008-08|3|5|2|2|0
A0000111|0301|1995-07|3|5|2|2|0
A0000111|0601|2006-10|3|5|2|2|0
A0000111|1011|2007-07|3|5|2|2|0
A0000111|2401|2001-03|3|5|2|2|0
A0000112|0201|2011-04|3|5|5|2|0
A0000112|0601|2001-01|3|5|5|2|0
A0000113|0301|2010-09|4|5|4|2|0
A0000113|0601|1998-01|4|5|4|2|0
A0000113|1011|2012-02|4|5|4|2|0
A0000113|2205|2001-05|4|5|4|2|0
A0000113|2302|2011-12|4|5|4|2|0
A0000113|2601|2008-07|4|5|4|2|0
A0000113|9991|2011-04|4|5|4|2|0
A0000113|9993|2011-04|4|5|4|2|0
A0000114|0201|2000-11|5|5|1|2|0
A0000114|0601|2003-02|5|5|1|2|0
A0000114|2501|2003-01|5|5|1|2|0
A0000114|2503|2003-01|5|5|1|2|0
A0000115|0301|1975-12|5|5|2|1|0
A0000115|0601|1992-09|5|5|2|1|0
A0000116|0201|2015-11|5|5|2|2|0
A0000116|0301|2012-10|5|5|2|2|0
A0000116|1011|2013-04|5|5|2|2|0
A0000116|2102|2012-10|5|5|2|2|0
A0000116|2205|2015-11|5|5|2|2|0
A0000116|2302|2009-10|5|5|2|2|0
A0000116|0601|2003-07|5|5|2|2|0
A0000117|2301|2012-07|5|5|2|2|0
A0000117|0301|1996-02|5|5|2|2|0
A0000117|0601|1983-09|5|5|2|2|0
A0000117|0704|2008-08|5|5|2|2|0
A0000117|1011|2016-10|5|5|2|2|0
A0000118|0601|1980-01|5|5|2|1|0
A0000118|1013|2010-10|5|5|2|1|0
A0000119|9993|2011-03|3|5|5|2|3
A0000119|0201|2001-02|3|5|5|2|3
A0000119|0301|2002-01|3|5|5|2|3
A0000119|0601|1992-09|3|5|5|2|3
A0000119|2205|2016-10|3|5|5|2|3
A0000119|2302|2010-12|3|5|5|2|3
A0000119|2501|2003-04|3|5|5|2|3
A0000119|2503|2003-04|3|5|5|2|3
A0000119|9991|2011-03|3|5|5|2|3
A0000119|9992|2015-02|3|5|5|2|3
A0000120|0301|2008-10|5|5|2|2|0
A0000120|0601|2000-11|5|5|2|2|0
A0000120|2501|2005-05|5|5|2|2|0
